Year,Product,Rep,Type,North,South,East,West
2017,PS3,NaBaGa,Fig,0.04,0.06,0.2,0.02
2017,PSV,NaBaGa,Fig,0,0.07,0.17,0.02
2018,PFour,NaBaGa,Fig,0.07,0.14,0,0.04
2016,3DS,NaBaGa,Mis,0,0,0.07,0
2010,DS,Su,Rol,0.05,0,0,0
2009,PTwo,GNSo,Adv,0,0,0.01,0
2014,PSP,Qu,Adv,0,0,0.01,0
2013,Wii,RiStGa,Puz,0.04,0.02,0,0
2013,DS,RiStGa,Puz,0.04,0,0,0
2003,N64,Ni,Spo,0,0,0.07,0
2000,SNES,Ni,Spo,0,0,0.17,0
2010,DS,SqEn,Mis,0,0,0.41,0
1997,SNES,EnCo,Mis,0,0,0.29,0
2016,PSP,BoOn,Adv,0,0,0.01,0
2001,PS,KoDiEn,Spo,0,0,0.71,0.05
2005,PTwo,ElAr,Act,0.04,0.03,0,0.01
2013,PSP,D3,Adv,0,0,0.01,0
2013,DS,TeKo,Str,0,0,0.01,0
2001,PS,Sa,Act,0.01,0.01,0,0
2012,DS,Ni,Adv,0,0,0.11,0
2018,PSV,Hu,Act,0,0,0.01,0
1998,SAT,Se,Sho,0,0,0.34,0
2002,PS,Te,Sim,0.01,0.01,0,0
2008,XB,Se,Fig,0.02,0,0,0
2013,PS3,Se,Act,0.14,0.19,0,0.07
2013,PSP,Se,Act,0.18,0.12,0,0.07
2013,DS,Se,Act,0.15,0.16,0,0.03
2013,Wii,Se,Act,0.15,0.15,0,0.03
2013,360,Se,Act,0.15,0.1,0,0.03
1999,PS,AcEn,Pla,0.05,0.03,0,0.01
2011,PS3,Se,Act,0.32,0.25,0,0.11
2011,PSP,Se,Act,0.46,0.09,0,0.09
2011,Wii,Se,Act,0.31,0.22,0,0.06
2011,360,Se,Act,0.27,0.24,0,0.06
2011,PTwo,Se,Act,0.36,0,0,0.19
2011,DS,Se,Act,0.35,0.12,0,0.05
2011,DS,De,Sim,0.18,0,0,0.01
2011,Wii,De,Sim,0.16,0,0,0.01
1999,PS,AcEn,Fig,0.08,0.05,0,0.01
2011,PTwo,SoGa,Rac,0.01,0.01,0,0
2006,GBA,ViGa,Sho,0.09,0.03,0,0
2004,GBA,TH,Sho,0.33,0.12,0,0.01
2017,PSV,SoCoEn,Rol,0,0.02,0,0
2014,PSP,SoCoEn,Act,0,0.08,0,0.04
2016,PS3,SoCoEn,Act,0,0.02,0,0.01
2016,PSV,SoCoEn,Act,0,0.05,0,0.02
2013,PSP,SoCoEn,Str,0.05,0.16,0,0.08
2012,PSP,SoCoEn,Str,0.17,0.51,0,0.11
2015,PS3,NaBaGa,Sho,0.03,0.03,0,0.01
2015,360,NaBaGa,Sho,0.03,0.02,0,0.01
,PC,NaBaGa,Sho,0.01,0,0,0
2001,PS,GTIn,Sho,0.05,0.03,0,0.01
2007,PTwo,NaBaGa,Rol,0.21,0.17,0,0.06
2010,DS,NaBaGa,Rol,0.09,0,0,0.01
2008,PTwo,NaBaGa,Fig,0.13,0.1,0,0.03
2005,PS,NaBaGa,Fig,0,0,0.1,0.01
2002,PS,In,Spo,0.03,0.02,0,0
2002,PS,KoDiEn,Spo,0.06,0.04,0,0.01
1999,PS,KoDiEn,Spo,0.08,0.05,0.35,0.03
2001,PS,KoDiEn,Spo,0.02,0.02,0.35,0.03
1998,SNES,KoDiEn,Spo,0,0,0.16,0
2001,N64,KoDiEn,Spo,0.06,0.3,0.19,0.03
2000,N64,KoDiEn,Spo,0,0,0.05,0.05
2000,N64,KoDiEn,Spo,0.09,0.26,0.23,0.02
2002,N64,KoDiEn,Spo,0,0,0.18,0
2002,N64,KoDiEn,Spo,0.01,0.26,0.22,0.02
2003,PTwo,KoDiEn,Spo,0,0,0.2,0
1997,SNES,KoDiEn,Spo,0,0,0.28,0
1984,2600,MaIn,Spo,0.18,0.01,0,0
2013,PS3,Co,Spo,0,0.15,0,0.05
2013,360,Co,Spo,0,0.12,0,0.02
2010,DS,To,Mis,0.02,0,0,0
2010,DS,To,Mis,0.06,0,0,0
2000,PS,SoCoEn,Mis,0.08,0.05,0,0.01
2006,PTwo,PlIt,Mis,0.08,0.06,0,0.02
2007,GC,CrEn,Mis,0.05,0.01,0,0
2007,XB,CrEn,Mis,0.03,0.01,0,0
2000,PS,SoCoEn,Puz,0.13,0.07,1,0.02
2014,360,Ca,Adv,0,0,0.01,0
2004,PS,Ub,Puz,0.03,0.02,0,0
2011,DS,Ga,Act,0.06,0,0,0
2009,PSP,RiStGa,Sim,0.08,0.03,0.03,0.02
2012,DS,DrIn,Adv,0.02,0,0,0
2016,360,WaBrInEn,Fig,0.97,0.34,0,0.11
2016,PS3,WaBrInEn,Fig,0.48,0.53,0.01,0.23
2016,PFour,WaBrInEn,Fig,0.46,0.29,0,0.12
2016,WiiU,WaBrInEn,Fig,0.1,0.08,0,0.02
2016,PSV,WaBrInEn,Fig,0.11,0.01,0,0.02
2009,PSP,Se,Rac,0,0,0.1,0
2006,PTwo,Se,Rac,0,0,0.27,0
2011,PS3,Se,Rac,0,0,0.08,0
2006,PTwo,SoCoEn,Pla,0.19,0.15,0,0.05
2006,GC,NaBaGa,Pla,0.07,0.02,0,0
2006,XB,NaBaGa,Pla,0.05,0.02,0,0
2011,360,SqEn,Rol,0.34,0.18,0.12,0.06
2018,PSV,5p,Act,0,0,0.01,0
2017,PSV,5p,Adv,0,0,0.03,0
2017,PS3,5p,Adv,0,0,0.03,0
2012,DS,Se,Rol,0.07,0.06,0.07,0.01
2012,360,PlGaFa,Sho,0.06,0.01,0,0.01
2008,PSP,TH,Sho,0.14,0,0,0.01
2017,PFour,SoCoEn,Act,1.27,0.97,0.07,0.47
2017,PFour,SoCoEn,Act,0,0.03,0,0.01
2014,PS3,SoCoEn,Act,1.05,0.49,0.08,0.23
2012,PS3,SoCoEn,Act,1.76,0.69,0.12,0.37
2007,XB,Co,Act,0.06,0.02,0,0
2006,PTwo,Co,Rac,0.06,0.05,0,0.02
2006,XB,Co,Rac,0.04,0.01,0,0
2003,N64,In,Rac,0.08,0.02,0,0
,2600,At,Rac,0.26,0.01,0,0
2008,PTwo,At,Adv,0.07,0.06,0,0.02
2008,XB,At,Adv,0.07,0.03,0,0
2008,PC,At,Adv,0,0.02,0,0
2010,Wii,De,Rac,0.12,0,0,0.01
2010,DS,De,Rac,0.08,0,0,0.01
2012,360,ZuGa,Rac,0.02,0,0,0
2012,Wii,Ac,Act,0.36,0.3,0,0.08
2012,PTwo,Ac,Act,0.11,0.01,0,0.16
2012,DS,Ac,Act,0.17,0.07,0,0.02
2012,PSP,Ac,Act,0.11,0.1,0,0.06
2006,XB,Lu,Act,0.14,0.04,0,0.01
2000,PS,FoIn,Sho,0.25,0.17,0,0.03
2002,PS,Ti,Act,0.04,0.03,0,0.01
2014,Wii,Le5,Rol,0,0,0.19,0
2014,Wii,Ni,Rol,0,0.01,0.25,0
2015,Wii,Le5,Rol,0,0,0.1,0
2016,3DS,Le5,Spo,0,0,0.26,0
2015,3DS,Le5,Rol,0,0.01,0.46,0
2014,3DS,Ni,Rol,0,0.05,0.48,0
2013,DS,Le5,Rol,0,0,0.93,0
2016,3DS,Ni,Rol,0,0.08,0,0.01
2012,DS,Ni,Rol,0,0.21,1.18,0.03
2011,DS,Ni,Rol,0,0.14,0.38,0.02
1998,PS,TH,Sho,0.03,0.02,0.07,0.01
2008,PTwo,Re,Mis,0.04,0.03,0,0.01
2003,PS,SoCoEn,Adv,0.02,0.01,0,0
2010,DS,Sy3ArSo,Pla,0.12,0,0,0.01
2010,PSP,Sy3ArSo,Pla,0,0.04,0,0.02
2005,PC,MiGaSt,Str,0,0.01,0,0
2009,360,Ub,Rac,0.07,0.01,0,0.01
2011,PC,KaMe,Str,0,0.01,0,0
2008,PC,EiIn,Str,0,0.04,0,0
1999,PS,JV,Rac,0.03,0.02,0,0
2012,DS,Ub,Sim,0.16,0.06,0,0.02
2011,DS,Ub,Sim,0.55,0.59,0,0.14
2012,DS,Ub,Adv,0.1,0.12,0,0.02
2011,DS,Ub,Sim,0.7,0.83,0,0.19
2013,DS,Ub,Sim,0.02,0,0,0
2012,DS,Ub,Spo,0.1,0,0,0.01
2012,DS,Ub,Sim,0.24,0.11,0,0.04
2011,DS,Ub,Sim,0.4,0.33,0,0.09
2013,DS,Ub,Str,0.05,0,0,0
2013,DS,Ub,Sim,0.08,0.01,0,0.01
2012,DS,Ub,Sim,0.05,0,0,0
2011,Wii,Ub,Sim,0.34,0.02,0,0.03
2012,DS,Ub,Sim,0,0.07,0,0.01
2012,DS,Ub,Sim,0.15,0,0,0.01
2011,DS,Ub,Sim,0.31,0,0,0.02
2010,DS,Ub,Sim,0.39,0.92,0,0.17
2020,DS,Ub,Sim,0.27,0,0,0.02
2011,DS,Ub,Sim,0.34,0.31,0,0.08
2010,DS,Sp,Spo,0.15,0,0,0.01
2011,DS,Ub,Sim,0.05,0.01,0,0
2010,DS,Ub,Spo,0.46,0.01,0,0
2013,DS,Ub,Sim,0.13,0,0,0.01
2012,Wii,Ub,Sim,0.25,0,0,0.02
2012,DS,Ub,Sim,0.27,0,0,0.02
2011,DS,Ub,Sim,0.65,0.32,0,0.1
2010,DS,Ub,Sim,1.32,1.19,0,0.3
2014,3DS,Ub,Sim,0.1,0.02,0,0.01
2012,DS,Ub,Sim,0.28,0.01,0,0.02
2012,DS,Ub,Sim,0.16,0.01,0,0.06
2012,DS,Ub,Sim,0.06,0,0,0
2012,DS,Ub,Sim,0.2,0,0,0.02
2011,DS,Ub,Sim,0.23,0.01,0,0.02
2012,DS,Ub,Sim,0.19,0,0,0.01
2010,DS,Ub,Sim,1.3,1.27,0,0.31
2011,DS,Ub,Sim,0.63,0.36,0,0.1
2012,DS,Ub,Mis,0.05,0,0,0
2010,DS,Ub,Sim,0.45,0.49,0,0.11
2010,DS,Ub,Spo,0,0,0.01,0
2013,DS,Ub,Sim,0.05,0,0,0
2010,PS3,Se,Adv,0,0,0.04,0
2012,Wii,Mi,Mis,0,0.16,0,0.01
2012,DS,Mi,Mis,0,0.04,0,0
1996,SNES,Ni,Rol,0,0,0.13,0
2006,PC,Ub,Sim,0,0.02,0,0
2014,PC,Ub,Sim,0,0.04,0,0.01
2012,PS3,FiGa,Sim,0.34,0.26,0,0.1
2012,360,FiGa,Sim,0.23,0.24,0,0.05
2012,PSP,FiGa,Sim,0.08,0.07,0,0.04
2012,DS,FiGa,Sim,0.06,0,0,0
2009,PC,Ub,Sim,0,0.04,0,0.01
2004,PC,BlBy,Sim,0,0.01,0,0
2013,PSP,MaIn,Act,0,0,0.06,0
2010,PTwo,MaIn,Rol,0,0,0.02,0
2011,PSP,MaIn,Fig,0,0,0.02,0
2006,GC,At,Sho,0.07,0.02,0,0
2007,PTwo,BeSo,Rac,0.09,0.07,0,0.02
2007,XB,BeSo,Rac,0.04,0.01,0,0
2009,PTwo,BeSo,Rac,0.04,0.03,0,0.01
2009,XB,BeSo,Rac,0.01,0,0,0
2006,XB,BeSo,Rac,0.15,0.04,0,0.01
2005,PTwo,BeSo,Rac,0.64,0.5,0,0.17
2014,PC,MaPu,Sim,0.01,0,0,0
2011,Wii,CDSoEn,Adv,0.09,0,0,0.01
2011,DS,LeIn,Adv,0.04,0,0,0
2001,N64,AcEn,Rac,0.06,0.02,0,0
1998,SAT,Ja,Mis,0,0,0.1,0
2010,PTwo,Ja,Mis,0,0,0.01,0
1998,PS,SeCo,Mis,0,0,0.04,0
2004,PTwo,SoCoEn,Act,0.23,0.18,0,0.06
2014,PS3,SoCoEn,Act,0,0,0.06,0
2005,PC,In,Rol,0,0.01,0,0
1983,2600,Ac,Spo,0.46,0.03,0,0.01
1991,NES,Ni,Spo,1.27,0.32,0.78,0.05
1988,NES,Ni,Pla,0.46,0.1,0.92,0.02
2012,DS,Ac,Act,0.2,0.15,0,0.04
2012,Wii,Ac,Act,0.11,0.14,0,0.03
2012,PS3,Ac,Act,0.13,0.04,0,0.02
2012,PTwo,Ac,Act,0.08,0.07,0,0.02
2012,360,Ac,Act,0.09,0.03,0,0.01
2012,PC,Ac,Act,0.02,0,0,0
2009,PTwo,ViGa,Pla,0.19,0.15,0,0.05
2009,GBA,ViGa,Pla,0.18,0.07,0,0
2009,GC,ViGa,Pla,0.15,0.04,0,0.01
2009,DS,ViGa,Pla,0.13,0.01,0,0.01
2009,XB,ViGa,Pla,0.07,0.02,0,0
2009,Wii,ViGa,Pla,0.06,0.01,0,0.01
2005,GBA,Ub,Act,0.27,0.1,0,0.01
2013,DS,Ac,Adv,0.26,0.01,0,0.02
2013,Wii,Ac,Adv,0.08,0.01,0,0.01
2012,DS,Ac,Adv,0.67,0.01,0,0.05
2012,Wii,Ac,Adv,0.42,0,0,0.03
2018,PSV,MaEn,Mis,0,0,0.07,0
2003,PTwo,SoCoEn,Puz,0,0,0.04,0
2013,DS,ScIn,Puz,0.13,0,0,0.01
2013,Wii,StCiGa,Puz,0.27,0,0,0.02
2010,DS,ScIn,Puz,0.77,0,0,0.06
2014,DS,ScIn,Puz,0.19,0,0,0.01
2013,DS,De,Sim,0.09,0,0,0.01
2013,Wii,De,Sim,0.02,0,0,0
2011,DS,GS,Sim,0.21,0,0,0.01
2012,DS,CiIn,Mis,0.06,0,0,0
2014,DS,CDSoEn,Puz,0.02,0,0,0
2015,PSP,NaBaGa,Adv,0,0,0.07,0
2018,PSV,IdFa,Adv,0,0,0.02,0
2015,Wii,NaBaGa,Sim,0,0,0.08,0
2015,PSP,NaBaGa,Sim,0,0,0.06,0
2012,DS,OxIn,Act,0.1,0,0,0.01
2012,Wii,OxIn,Act,0.05,0,0,0
2017,WiiU,Ni,Act,0.61,0.42,0.13,0.1
2019,3DS,Ni,Act,0.16,0.12,0.11,0.03
2018,PSV,CoHe,Rol,0,0,0.03,0
2018,PFour,IdFaIn,Rol,0,0,0.04,0
2015,PS3,CoHe,Rol,0.05,0.03,0.06,0.02
2017,PSV,CoHe,Rol,0,0,0.07,0
2017,PSV,IdFaIn,Act,0.07,0.02,0.06,0.03
2017,PSV,IdFaIn,Act,0.07,0.01,0,0.03
2017,PSV,IdFaIn,Act,0.05,0.02,0,0.02
2014,PS3,NiIcSo,Act,0,0.01,0,0
2017,PSV,CoHe,Act,0,0,0.04,0
2013,PS3,TeKo,Rol,0.22,0.11,0.07,0.05
2016,PSV,CoHe,Rol,0.09,0,0.07,0.02
2016,PSV,NaBaGa,Mis,0.04,0.03,0.04,0.02
2017,PSV,IdFa,Rol,0.08,0.02,0.06,0.03
1998,PS,HuEn,Spo,0,0,0.1,0.01
2002,PS,MiGa,Rac,0.26,0.17,0,0.03
2003,N64,MiGa,Rac,0.13,0.03,0,0
2002,N64,KoDiEn,Rol,0.16,0.04,0.05,0
2013,PSP,SoCoEn,Str,0,0,0.03,0
2015,PSP,Qu,Act,0,0,0.01,0
2018,PSV,Un,Act,0,0,0.01,0
2019,PSV,D3,Adv,0,0,0.02,0
2012,DS,O-,Rac,0.02,0,0,0
2006,XB,In,Act,0.13,0.04,0,0.01
2006,PTwo,In,Act,0.21,0.16,0,0.06
2005,XB,In,Act,0.28,0.08,0,0.01
2005,GC,ViIn,Act,0.08,0.02,0,0
2015,PSP,NaBaGa,Act,0,0,0.04,0
2014,PS3,BeSo,Act,0.12,0.08,0.02,0.04
2014,360,BeSo,Act,0.13,0.07,0,0.02
2014,PC,BeSo,Act,0.03,0.01,0,0.01
2009,PTwo,GlSt,Rac,0.02,0.02,0,0.01
2009,XB,GlSt,Rac,0.01,0,0,0
2014,360,FiGa,Fig,0.1,0.02,0,0.01
2006,PTwo,UnIn,Act,0.52,0.41,0,0.14
2006,XB,UnIn,Act,0.25,0.07,0,0.01
2006,GC,UnIn,Act,0.15,0.04,0,0.01
2013,DS,HuSo,Mis,0,0,0.03,0
2017,PSV,NiIcSo,Pla,0,0,0.01,0
2005,PTwo,MiInEn,Rac,0.25,0.2,0,0.07
2017,Wii,LiOr,Adv,0.05,0.2,0,0.02
2017,3DS,LiOr,Adv,0.04,0.19,0,0.02
2017,360,LiOr,Adv,0.05,0.13,0,0.02
2017,PS3,LiOr,Adv,0.03,0.08,0,0.02
2017,WiiU,LiOr,Adv,0.04,0.05,0,0.01
2013,DS,Ac,Act,0.32,0.17,0,0.05
2013,Wii,Ac,Act,0.24,0.15,0,0.04
2013,PS3,Ac,Act,0.12,0.04,0,0.02
2013,360,Ac,Act,0.11,0.02,0,0.01
2001,PS,TeKo,Str,0,0,0.13,0.01
,DS,na,Act,0,0,0.04,0
2013,DS,Mi,Adv,0.02,0.01,0,0
2010,360,MiGa,Sho,0.1,0.01,0,0.01
2011,DS,KoDiEn,Mis,0,0,0.05,0
2011,DS,No,Sim,0,0.01,0,0
2011,PC,JoPr,Str,0,0.03,0,0.01
2011,DS,FiGa,Sim,0.22,0,0,0.02
2012,Wii,FiGa,Sim,0.04,0,0,0
2010,DS,Ni,Adv,0.27,0.05,0.22,0.03
2010,PSP,MiGa,Puz,0.02,0,0,0
2006,GBA,TH,Rac,0.1,0.04,0,0
2013,DS,TH,Rac,0.18,0.08,0,0.02
2013,Wii,TH,Rac,0.15,0.04,0,0.01
2009,GBA,DeSoIn,Rac,0.01,0,0,0
2007,PTwo,TH,Rac,0.29,0.23,0,0.08
2007,GBA,TH,Rac,0.32,0.12,0,0.01
2007,XB,TH,Rac,0.08,0.02,0,0
2004,GBA,TH,Rac,0.05,0.02,0,0
2010,PTwo,Ac,Rac,0.2,0.15,0,0.05
2010,DS,Ac,Rac,0.22,0,0,0.02
2010,360,Ac,Rac,0.15,0,0,0.01
2010,Wii,Ac,Rac,0.13,0,0,0.01
2012,Wii,Ac,Rac,0.17,0,0,0.01
2012,DS,Ac,Rac,0.13,0.02,0,0.01
2006,PTwo,TH,Rac,0.21,0.16,0,0.05
2006,GC,TH,Rac,0.13,0.03,0,0
2005,PTwo,TH,Rac,0.23,0.18,0,0.06
2005,GBA,TH,Rac,0.12,0.04,0,0
2005,GC,TH,Rac,0.09,0.02,0,0
2010,PSP,Ac,Act,0.09,0,0,0.01
2002,PS,ElAr,Rac,0.59,0.4,0,0.07
2002,N64,ElAr,Rac,0.25,0.06,0,0
2013,PSP,SoCoEn,Spo,0.06,0,0.13,0.01
2009,PTwo,SoCoEn,Spo,0.17,0.13,0.55,0.05
2014,PSV,SoCoEn,Spo,0.19,0.11,0.25,0.06
2015,PS3,SoCoEn,Spo,0,0,0.28,0
2010,PS3,SoCoEn,Spo,0.31,0.03,0.76,0.04
2010,PSP,SoCoEn,Spo,0.21,0.11,0.28,0.08
2007,PSP,SoCoEn,Spo,0.5,0.5,0.63,0.33
2006,PTwo,SoCoEn,Spo,0.46,0.36,0,0.12
2004,PTwo,SoCoEn,Spo,0.99,0.32,1.38,0.2
2002,PS,SoCoEn,Spo,0.25,0.12,1.48,0.03
2000,PS,SoCoEn,Spo,0.29,0.2,2.13,0.18
2004,GBA,BAEn,Act,0.03,0.01,0,0
2010,PSP,At,Puz,0.03,0,0,0
2012,DS,MaEn,Act,0.02,0,0,0
2010,PC,Co,Str,0,0.01,0,0
2011,DS,D3,Adv,0,0,0.01,0
2010,DS,FiGa,Rol,0,0,0.01,0
2004,PS,MaFi,Rol,0.03,0.02,0,0
2009,DS,Ub,Sim,0.38,0.01,0,0.03
2015,3DS,Ub,Mis,0.04,0,0,0
2011,Wii,DeSi,Sim,0.13,0.01,0,0.01
2011,DS,DeSi,Sim,0.08,0.01,0,0.01
2018,3DS,Un,Act,0,0.01,0,0
2010,DS,GaLi,Sim,0.09,0.02,0,0.01
2013,DS,AsEn,Adv,0,0.07,0,0.01
2014,3DS,AsEn,Pla,0,0.06,0,0.01
2013,DS,SoGa,Adv,0.01,0.15,0,0.02
2013,Wii,SoGa,Adv,0,0.02,0,0
2014,DS,JaAlGa,Pla,0.02,0,0,0
2016,3DS,NiCo,Act,0,0,0.15,0
2017,3DS,NiCo,Act,0,0,0.07,0
2014,DS,FiGa,Pla,0.09,0.01,0,0.01
2010,Wii,FiGa,Spo,0.21,0,0,0.02
2012,Wii,FiGa,Spo,0.36,0,0,0.03
2009,DS,KoDiEn,Puz,0.05,0,0,0
2013,Wii,StCiGa,Rac,0.04,0,0,0
2013,DS,StCiGa,Rac,0.01,0,0,0
2011,DS,De,Rac,0.07,0,0,0.01
,PC,na,Str,0,0.01,0,0
2006,PC,ViGa,Str,0,0.03,0,0.01
2001,PC,ViGa,Str,0,0.02,0,0
2016,3DS,RiStGa,Rol,0.22,0.13,0.04,0.04
2019,PFour,DeSi,Sho,0.05,0.19,0.03,0.04
2019,One,DeSi,Sho,0.05,0.07,0,0.01
2019,PC,DeSi,Sho,0,0.02,0,0
2014,360,TH,Sho,0.83,0.48,0.02,0.12
2014,PS3,TH,Sho,0.32,0.4,0.04,0.15
2014,PC,TH,Sho,0.11,0.1,0,0.03
2005,GC,Se,Spo,0.09,0.02,0,0
,2600,At,Spo,0.14,0.01,0,0
2010,PSP,NiIcSo,Rol,0,0,0.13,0
2013,Wii,Ub,Mis,0.11,0,0,0.01
2010,DS,MaEn,Mis,0.04,0,0,0
2014,360,Ub,Mis,0.1,0,0,0.01
2011,DS,Sp,Act,0,0,0.03,0
2010,PTwo,Se,Fig,0,0,0.05,0
2003,PS,In,Str,0.01,0.01,0,0
1987,NES,Ni,Sho,0.68,0.16,0.41,0.02
2018,PSV,KaCr,Adv,0,0,0.01,0
2016,PS3,SqEn,Act,0.07,0.1,0,0.04
2016,360,SqEn,Act,0.07,0.09,0,0.02
2007,PTwo,EiIn,Sho,0.39,0.31,0,0.1
2007,XB,EiIn,Sho,0.26,0.07,0,0.01
2009,PTwo,EiIn,Act,0.25,0.19,0,0.06
2009,360,EiIn,Act,0.29,0.06,0.01,0.03
2009,XB,EiIn,Act,0.11,0.03,0,0.01
2009,PC,EiIn,Act,0,0.03,0,0.01
2015,PS3,SqEn,Act,0.59,1.07,0.07,0.45
2015,360,SqEn,Act,0.68,0.9,0.01,0.17
2015,PC,SqEn,Act,0.03,0.17,0,0.04
2010,PTwo,EiIn,Act,0.05,0.04,0,0.01
2005,PTwo,EiIn,Act,1.36,1.15,0.04,0.41
2006,GC,EiIn,Act,0.1,0.03,0,0
,XB,EiIn,Act,0.76,0.38,0,0.05
2019,PFour,SqEn,Act,0,0.04,0,0.01
2019,One,SqEn,Act,0,0.01,0,0
2012,DS,BlBeGa,Str,0.05,0,0,0
2011,PTwo,Ac,Sho,0.07,0.06,0,0.02
2011,360,Ac,Sho,0.12,0,0,0.01
2010,PTwo,D3,Mis,0,0,0.12,0
2010,PTwo,D3,Mis,0,0,0.02,0
2009,PTwo,D3,Mis,0,0,0.19,0
2012,PTwo,D3,Mis,0,0,0.06,0
2011,PTwo,D3,Mis,0,0,0.04,0
2011,PTwo,D3,Mis,0,0,0.12,0
2010,PTwo,D3,Mis,0,0,0.06,0
2008,PTwo,D3,Mis,0,0,0.13,0
2013,PSP,D3,Mis,0,0,0.06,0
2013,DS,D3,Mis,0,0,0.04,0
2012,DS,D3,Mis,0,0,0.03,0
2011,DS,D3,Mis,0,0,0.03,0
2011,DS,D3,Mis,0,0,0.08,0
2011,DS,D3,Mis,0,0,0.02,0
2013,PSP,D3,Mis,0,0,0.02,0
1997,SNES,Va,Mis,0,0,0.05,0
1998,SNES,Su,Mis,0,0,0.03,0
2012,DS,NaBaGa,Act,0,0,0.01,0
1998,PS,ElAr,Rac,0.03,0.02,0,0
2018,PSV,Fu,Sim,0,0,0.03,0
2013,PSP,KaSh,Adv,0,0,0.01,0
2005,PS,KoDiEn,Adv,0,0,0.06,0
2013,PSP,IdFa,Adv,0,0,0.01,0
2014,PSP,IdFa,Adv,0,0,0.03,0
2012,PTwo,IdFa,Adv,0,0,0.01,0
2011,PSP,IdFa,Adv,0,0,0.02,0
2011,DS,IdFa,Adv,0,0,0.05,0
2011,PTwo,IdFa,Adv,0,0,0.03,0
2010,PTwo,IdFa,Adv,0,0,0.03,0
2011,DS,Al,Adv,0,0,0.1,0
2011,DS,Al,Adv,0,0,0.07,0
2012,PSP,AQIn,Mis,0,0,0.02,0
2010,PTwo,Al,Adv,0,0,0.07,0
2010,PTwo,Al,Adv,0,0,0.11,0
2013,DS,Al,Adv,0,0,0.03,0
2012,DS,Al,Adv,0,0,0.03,0
2018,PSV,KaCr,Act,0,0,0.03,0
2018,PS3,KaCr,Act,0,0,0.01,0
2012,PSP,Al,Adv,0,0,0.02,0
2011,PSP,Al,Adv,0,0,0.06,0
2001,SAT,KI,Adv,0,0,0.03,0
1998,SAT,At,Rac,0,0,0.12,0
2013,PS3,SoCoEn,Spo,0.13,0,0,0.01
2010,PTwo,DiInSt,Mis,0.47,0.08,0,1.33
2010,Wii,DiInSt,Mis,1.16,0.45,0,0.16
2010,DS,DiInSt,Puz,1.06,0.91,0,0.23
2011,Wii,DiInSt,Mis,0.68,0.49,0,0.13
2011,PTwo,DiInSt,Mis,0.17,0.13,0,0.04
2011,360,DiInSt,Mis,0.18,0,0,0.01
2011,DS,DiInSt,Mis,0.64,0.76,0,0.17
2011,DS,DiInSt,Mis,0.5,0.52,0,0.13
2007,PTwo,MuDuPr,Mis,0.2,0.16,0,0.05
2007,XB,MuDuPr,Mis,0.1,0.03,0,0
2006,PTwo,3D,Spo,0.18,0.14,0,0.05
2006,XB,3D,Spo,0.06,0.02,0,0
2005,PTwo,3D,Spo,0.18,0.14,0,0.05
2004,PS,3D,Spo,0.02,0.02,0,0
2012,DS,GS,Adv,0.19,0.43,0,0.05
2013,DS,As,Adv,0.06,0.11,0,0.02
2012,DS,GS,Adv,0.12,0.33,0,0.06
2012,Wii,GS,Adv,0.12,0.07,0,0.02
2013,DS,As,Puz,0.09,0.04,0,0.01
2013,DS,Av,Puz,0.13,0.07,0,0.02
2004,PTwo,SwEn,Sho,0.04,0.03,0,0.01
2008,DS,FiGa,Mis,0.07,0,0,0
2009,DS,D3,Act,0.01,0,0,0
2008,GBA,D3,Act,0.04,0.02,0,0
2001,N64,Ni,Sim,0.83,0.06,0.93,0
2005,GBA,TH,Pla,0.19,0.07,0,0
2012,PSP,At,Rol,0.07,0,0.06,0.01
2000,PS,GTIn,Sho,0.06,0.04,0,0.01
1999,N64,GTIn,Sho,0.15,0.04,0,0
2011,DS,Gu,Rol,0.13,0,0,0.01
2016,PSP,NaBaGa,Fig,0,0,0.02,0
2015,PSP,NaBaGa,Rol,0,0,0.07,0
2012,PS3,Ub,Sim,0.12,0.02,0,0.02
2012,360,Ub,Sim,0.1,0.03,0,0.01
2008,PTwo,Co,Sim,0.14,0.11,0,0.04
2008,XB,Co,Sim,0.1,0.03,0,0
2008,PC,Co,Sim,0,0.02,0,0
2015,3DS,Ni,Rol,0.13,0.07,0,0.02
2009,PC,Ub,Str,0,0.03,0,0.01
2010,DS,SqEn,Str,0.08,0.01,0.05,0.01
2015,DS,Un,Puz,0,0.03,0,0
2017,3DS,Se,Rol,0,0,0.05,0
2017,3DS,Se,Rol,0,0,0.07,0
1998,PS,SoCoEn,Pla,0,0,0.02,0
2005,PTwo,EiIn,Adv,0.11,0.08,0,0.03
2003,N64,Ti,Rol,0.04,0.01,0,0
2000,PS,ViIn,Act,0.02,0.01,0,0
2008,GBA,DiInSt,Rac,0.24,0.09,0,0.01
2012,DS,ElAr,Puz,0.08,0.01,0,0.01
2005,GBA,TDMe,Act,0.11,0.04,0,0
2011,Wii,HuSo,Sim,0,0.01,0.01,0
2011,Wii,HuSo,Sim,0.06,0.04,0,0.01
2011,DS,Ub,Sim,0.34,0.01,0,0.03
2011,Wii,Ub,Sim,0.3,0,0,0.03
2001,PS,CuPu,Puz,0.05,0.03,0,0.01
2008,GC,EmIn,Act,0.06,0.02,0,0
2008,PC,EmIn,Act,0,0.03,0,0
